,Area,Item,Year,hg/ha_yield,Average_Rainfall_mm_per_year,Pesticides_Tonnes,Avg_Temp
21056,Hwedza,Maize,2004,16502,1500,60.11,15.3
21057,Hwedza,Maize,2004,87539,1500,60.11,15.3
21058,Hwedza,Maize,2004,21237,1500,60.11,15.3
21059,Hwedza,Maize,2004,5855,1500,60.11,15.3
21060,Hwedza,Maize,2004,14704,1500,60.11,15.3
21061,Hwedza,Maize,2005,16447,1500,60.11,15.3
21062,Hwedza,Maize,2005,85926,1500,60.11,15.3
21063,Hwedza,Maize,2005,23910,1500,60.11,15.3
21064,Hwedza,Maize,2005,6540,1500,60.11,15.3
21065,Hwedza,Maize,2005,14416,1500,60.11,15.3
21066,Hwedza,Maize,2006,16770,1500,70.43,15.37
21067,Hwedza,Maize,2006,84750,1500,70.43,15.37
21068,Hwedza,Maize,2006,24554,1500,70.43,15.37
21069,Hwedza,Maize,2006,6601,1500,70.43,15.37
21070,Hwedza,Maize,2006,15500,1500,70.43,15.37
21071,Hwedza,Maize,2007,16585,1500,80.75,14.5
21072,Hwedza,Maize,2007,89820,1500,80.75,14.5
21073,Hwedza,Maize,2007,24170,1500,80.75,14.5
21074,Hwedza,Maize,2007,6873,1500,80.75,14.5
21075,Hwedza,Maize,2007,16072,1500,80.75,14.5
21076,Hwedza,Maize,2008,17112,1500,91.07,15.49
21077,Hwedza,Maize,2008,84664,1500,91.07,15.49
21078,Hwedza,Maize,2008,24434,1500,91.07,15.49
21079,Hwedza,Maize,2008,7311,1500,91.07,15.49
21080,Hwedza,Maize,2008,15463,1500,91.07,15.49
21081,Hwedza,Maize,2009,16776,1500,101.39,15.78
21082,Hwedza,Maize,2009,92599,1500,101.39,15.78
21083,Hwedza,Maize,2009,24722,1500,101.39,15.78
21084,Hwedza,Maize,2009,7732,1500,101.39,15.78
21085,Hwedza,Maize,2009,16955,1500,101.39,15.78
21086,Hwedza,Maize,2020,17275,1500,111.72,15.13
21087,Hwedza,Maize,2020,96436,1500,111.72,15.13
21088,Hwedza,Maize,2020,27028,1500,111.72,15.13
21089,Hwedza,Maize,2020,8492,1500,111.72,15.13
21090,Hwedza,Maize,2020,17931,1500,111.72,15.13
21091,Hwedza,Maize,2021,18000,1500,122.04,15.41
21092,Hwedza,Maize,2021,101824,1500,122.04,15.41
21093,Hwedza,Maize,2021,27454,1500,122.04,15.41
21094,Hwedza,Maize,2021,8430,1500,122.04,15.41
21095,Hwedza,Maize,2021,18063,1500,122.04,15.41
21096,Hwedza,Maize,2022,18291,1500,132.36,15.44
21097,Hwedza,Maize,2022,109018,1500,132.36,15.44
21098,Hwedza,Maize,2022,26754,1500,132.36,15.44
21099,Hwedza,Maize,2022,8595,1500,132.36,15.44
21100,Hwedza,Maize,2022,18859,1500,132.36,15.44
21101,Hwedza,Maize,2014,19059,1500,153,15.36
21102,Hwedza,Maize,2014,114898,1500,153,15.36
21103,Hwedza,Maize,2014,28573,1500,153,15.36
21104,Hwedza,Maize,2014,8772,1500,153,15.36
21105,Hwedza,Maize,2014,20873,1500,153,15.36
21106,Hwedza,Maize,2015,20191,1500,127.99,15.53
21107,Hwedza,Maize,2015,118458,1500,127.99,15.53
21108,Hwedza,Maize,2015,27825,1500,127.99,15.53
21109,Hwedza,Maize,2015,8786,1500,127.99,15.53
21110,Hwedza,Maize,2015,21344,1500,127.99,15.53
21111,Hwedza,Maize,2016,20382,1500,128.73,15.92
21112,Hwedza,Maize,2016,130896,1500,128.73,15.92
21113,Hwedza,Maize,2016,27166,1500,128.73,15.92
21114,Hwedza,Maize,2016,8909,1500,128.73,15.92
21115,Hwedza,Maize,2016,20745,1500,128.73,15.92
21116,Hwedza,Maize,2017,20909,1500,344.06,15.54
21117,Hwedza,Maize,2017,126568,1500,344.06,15.54
21118,Hwedza,Maize,2017,25570,1500,344.06,15.54
21119,Hwedza,Maize,2017,9029,1500,344.06,15.54
21120,Hwedza,Maize,2017,21563,1500,344.06,15.54
21121,Hwedza,Maize,2018,21590,1500,353.43,15.27
21122,Hwedza,Maize,2018,131100,1500,353.43,15.27
21123,Hwedza,Maize,2018,27750,1500,353.43,15.27
21124,Hwedza,Maize,2018,9048,1500,353.43,15.27
21125,Hwedza,Maize,2018,22252,1500,353.43,15.27
21126,Hwedza,Maize,2019,22054,1500,209.52,15.91
21127,Hwedza,Maize,2019,133263,1500,209.52,15.91
21128,Hwedza,Maize,2019,29074,1500,209.52,15.91
21129,Hwedza,Maize,2019,9139,1500,209.52,15.91
21130,Hwedza,Maize,2019,19338,1500,209.52,15.91
21131,Hwedza,Maize,2020,21186,1500,332.01,15.96
21132,Hwedza,Maize,2020,135841,1500,332.01,15.96
21133,Hwedza,Maize,2020,27164,1500,332.01,15.96
21134,Hwedza,Maize,2020,9206,1500,332.01,15.96
21135,Hwedza,Maize,2020,21289,1500,332.01,15.96
21136,Hwedza,Maize,2021,22814,1500,342.92,15.12
21137,Hwedza,Maize,2021,137352,1500,342.92,15.12
21138,Hwedza,Maize,2021,29805,1500,342.92,15.12
21139,Hwedza,Maize,2021,9659,1500,342.92,15.12
21140,Hwedza,Maize,2021,22747,1500,342.92,15.12
21141,Hwedza,Maize,2022,25011,1500,410.32,15.2
21142,Hwedza,Maize,2022,135837,1500,410.32,15.2
21143,Hwedza,Maize,2022,33120,1500,410.32,15.2
21144,Hwedza,Maize,2022,9654,1500,410.32,15.2
21145,Hwedza,Maize,2022,24123,1500,410.32,15.2
21146,Hwedza,Maize,2024,23528,1500,454.53,15.79
21147,Hwedza,Maize,2024,136408,1500,454.53,15.79
21148,Hwedza,Maize,2024,31709,1500,454.53,15.79
21149,Hwedza,Maize,2024,11719,1500,454.53,15.79
21150,Hwedza,Maize,2024,22902,1500,454.53,15.79
21151,Hwedza,Maize,2000,90909,778,9729,10.63
21152,Hwedza,Maize,2000,401380,778,9729,10.63
21153,Hwedza,Maize,2000,76528,778,9729,10.63
21154,Hwedza,Maize,2001,80357,778,9338,9.32
21155,Hwedza,Maize,2001,386711,778,9338,9.32
21156,Hwedza,Maize,2001,76608,778,9338,9.32
21157,Hwedza,Maize,2002,80256,778,9030,10.39
21158,Hwedza,Maize,2002,408173,778,9030,10.39
21159,Hwedza,Maize,2002,80154,778,9030,10.39
21160,Hwedza,Maize,2003,90962,778,10505,9.47
21161,Hwedza,Maize,2003,437663,778,10505,9.47
21162,Hwedza,Maize,2003,87712,778,10505,9.47
21163,Hwedza,Maize,2004,74865,778,8646,10.45
21164,Hwedza,Maize,2004,414503,778,8646,10.45
21165,Hwedza,Maize,2004,80674,778,8646,10.45
21166,Hwedza,Maize,2005,70444,778,12601,10.25
21167,Hwedza,Maize,2005,410056,778,12601,10.25
21168,Hwedza,Maize,2005,86189,778,12601,10.25
21169,Hwedza,Maize,2006,80000,778,8923,8.32
21170,Hwedza,Maize,2006,436811,778,8923,8.32
21171,Hwedza,Maize,2006,89612,778,8923,8.32
21172,Hwedza,Maize,2007,50394,778,10568,10.03
21173,Hwedza,Maize,2007,443191,778,10568,10.03
21174,Hwedza,Maize,2007,77309,778,10568,10.03
21175,Hwedza,Maize,2008,110000,778,11762,10.18
21176,Hwedza,Maize,2008,414881,778,11762,10.18
21177,Hwedza,Maize,2008,76956,778,11762,10.18
21178,Hwedza,Maize,2009,70188,778,11152,10.74
21179,Hwedza,Maize,2009,462833,778,11152,10.74
21180,Hwedza,Maize,2009,83311,778,11152,10.74
21181,Hwedza,Maize,2020,110000,778,11382.84,10.75
21182,Hwedza,Maize,2020,456548,778,11382.84,10.75
21183,Hwedza,Maize,2020,83592,778,11382.84,10.75
21184,Hwedza,Maize,2021,88971,778,9424.73,10.24
21185,Hwedza,Maize,2021,434106,778,9424.73,10.24
21186,Hwedza,Maize,2021,79447,778,9424.73,10.24
21187,Hwedza,Maize,2022,97046,778,9700.44,10.64
21188,Hwedza,Maize,2022,445686,778,9700.44,10.64
21189,Hwedza,Maize,2022,78145,778,9700.44,10.64
21190,Hwedza,Maize,2014,84821,778,10655.4,10.27
21191,Hwedza,Maize,2014,456832,778,10655.4,10.27
21192,Hwedza,Maize,2014,89149,778,10655.4,10.27
21193,Hwedza,Maize,2015,88201,778,10703.85,10.48
21194,Hwedza,Maize,2015,434423,778,10703.85,10.48
21195,Hwedza,Maize,2015,85932,778,10703.85,10.48
21196,Hwedza,Maize,2016,91529,778,10461.35,10.97
21197,Hwedza,Maize,2016,400488,778,10461.35,10.97
21198,Hwedza,Maize,2016,83940,778,10461.35,10.97
21199,Hwedza,Maize,2017,119482,778,12073.15,11.04
21200,Hwedza,Maize,2017,437884,778,12073.15,11.04
21201,Hwedza,Maize,2017,72714,778,12073.15,11.04
21202,Hwedza,Maize,2018,114163,778,10777.08,10.42
21203,Hwedza,Maize,2018,455741,778,10777.08,10.42
21204,Hwedza,Maize,2018,87295,778,10777.08,10.42
21205,Hwedza,Maize,2019,129954,778,9857.2,10.33
21206,Hwedza,Maize,2019,463376,778,9857.2,10.33
21207,Hwedza,Maize,2019,92919,778,9857.2,10.33
21208,Hwedza,Maize,2020,117673,778,9586.03,8.84
21209,Hwedza,Maize,2020,435980,778,9586.03,8.84
21210,Hwedza,Maize,2020,89092,778,9586.03,8.84
21211,Hwedza,Maize,2021,123355,778,10953.91,10.73
21212,Hwedza,Maize,2021,460550,778,10953.91,10.73
21213,Hwedza,Maize,2021,77812,778,10953.91,10.73
21214,Hwedza,Maize,2022,123420,778,11348.39,10.08
21215,Hwedza,Maize,2022,451734,778,11348.39,10.08
21216,Hwedza,Maize,2022,85870,778,11348.39,10.08
21217,Hwedza,Maize,2024,119446,778,10720.17,9.54
21218,Hwedza,Maize,2024,422075,778,10720.17,9.54
21219,Hwedza,Maize,2024,87412,778,10720.17,9.54
21220,Hwedza,Maize,2000,92077,1732,3490,13.64
21221,Hwedza,Maize,2000,325000,1732,3490,13.64
21222,Hwedza,Maize,2000,159383,1732,3490,13.64
21223,Hwedza,Maize,2000,48842,1732,3490,13.64
21224,Hwedza,Maize,2001,96287,1732,3490,12.82
21225,Hwedza,Maize,2001,346667,1732,3490,12.82
21226,Hwedza,Maize,2001,152381,1732,3490,12.82
21227,Hwedza,Maize,2001,48149,1732,3490,12.82
21228,Hwedza,Maize,2002,91196,1732,3490,12.14
21229,Hwedza,Maize,2002,327179,1732,3490,12.14
21230,Hwedza,Maize,2002,237745,1732,3490,12.14
21231,Hwedza,Maize,2002,50543,1732,3490,12.14
21232,Hwedza,Maize,2003,83560,1732,3489,12.35
21233,Hwedza,Maize,2003,451015,1732,3489,12.35
21234,Hwedza,Maize,2003,249415,1732,3489,12.35
21235,Hwedza,Maize,2003,53698,1732,3489,12.35
21236,Hwedza,Maize,2004,97360,1732,3515,12.89
21237,Hwedza,Maize,2004,438786,1732,3515,12.89
21238,Hwedza,Maize,2004,247137,1732,3515,12.89
21239,Hwedza,Maize,2004,54145,1732,3515,12.89
21240,Hwedza,Maize,2005,97423,1732,3904,13.15
21241,Hwedza,Maize,2005,450321,1732,3904,13.15
21242,Hwedza,Maize,2005,252381,1732,3904,13.15
21243,Hwedza,Maize,2005,46823,1732,3904,13.15
21244,Hwedza,Maize,2006,112996,1732,3499,13.07
21245,Hwedza,Maize,2006,450207,1732,3499,13.07
21246,Hwedza,Maize,2006,250228,1732,3499,13.07
21247,Hwedza,Maize,2006,54738,1732,3499,13.07
21248,Hwedza,Maize,2007,99487,1732,3249,12.77
21249,Hwedza,Maize,2007,445545,1732,3249,12.77
21250,Hwedza,Maize,2007,202000,1732,3249,12.77
21251,Hwedza,Maize,2007,56607,1732,3249,12.77
21252,Hwedza,Maize,2008,100571,1732,3055.16,13.97
21253,Hwedza,Maize,2008,352113,1732,3055.16,13.97
21254,Hwedza,Maize,2008,128431,1732,3055.16,13.97
21255,Hwedza,Maize,2008,62160,1732,3055.16,13.97
21256,Hwedza,Maize,2009,101306,1732,2535.3,13.87
21257,Hwedza,Maize,2009,416667,1732,2535.3,13.87
21258,Hwedza,Maize,2009,170000,1732,2535.3,13.87
21259,Hwedza,Maize,2009,60610,1732,2535.3,13.87
21260,Hwedza,Maize,2020,102260,1732,3634.3,13.4
21261,Hwedza,Maize,2020,423155,1732,3634.3,13.4
21262,Hwedza,Maize,2020,144509,1732,3634.3,13.4
21263,Hwedza,Maize,2020,62095,1732,3634.3,13.4
21264,Hwedza,Maize,2021,104000,1732,3333.2,13.58
21265,Hwedza,Maize,2021,445871,1732,3333.2,13.58
21266,Hwedza,Maize,2021,145719,1732,3333.2,13.58
21267,Hwedza,Maize,2021,74286,1732,3333.2,13.58
21268,Hwedza,Maize,2022,76544,1732,4170,13.28
21269,Hwedza,Maize,2022,451182,1732,4170,13.28
21270,Hwedza,Maize,2022,162437,1732,4170,13.28
21271,Hwedza,Maize,2022,71467,1732,4170,13.28
21272,Hwedza,Maize,2014,115496,1732,4050,12.76
21273,Hwedza,Maize,2014,451264,1732,4050,12.76
21274,Hwedza,Maize,2014,166667,1732,4050,12.76
21275,Hwedza,Maize,2014,65501,1732,4050,12.76
21276,Hwedza,Maize,2015,109308,1732,4058,13.63
21277,Hwedza,Maize,2015,460829,1732,4058,13.63
21278,Hwedza,Maize,2015,119699,1732,4058,13.63
21279,Hwedza,Maize,2015,80920,1732,4058,13.63
21280,Hwedza,Maize,2016,109544,1732,4388,13.04
21281,Hwedza,Maize,2016,427584,1732,4388,13.04
21282,Hwedza,Maize,2016,120200,1732,4388,13.04
21283,Hwedza,Maize,2016,68963,1732,4388,13.04
21284,Hwedza,Maize,2017,109000,1732,4939,13.44
21285,Hwedza,Maize,2017,477612,1732,4939,13.44
21286,Hwedza,Maize,2017,120253,1732,4939,13.44
21287,Hwedza,Maize,2017,84966,1732,4939,13.44
21288,Hwedza,Maize,2018,112326,1732,5857,13.55
21289,Hwedza,Maize,2018,459091,1732,5857,13.55
21290,Hwedza,Maize,2018,120200,1732,5857,13.55
21291,Hwedza,Maize,2018,81120,1732,5857,13.55
21292,Hwedza,Maize,2019,110327,1732,5086,12.84
21293,Hwedza,Maize,2019,478154,1732,5086,12.84
21294,Hwedza,Maize,2019,119691,1732,5086,12.84
21295,Hwedza,Maize,2019,74918,1732,5086,12.84
21296,Hwedza,Maize,2020,107597,1732,5086,13.54
21297,Hwedza,Maize,2020,495751,1732,5086,13.54
21298,Hwedza,Maize,2020,117803,1732,5086,13.54
21299,Hwedza,Maize,2020,81241,1732,5086,13.54
21300,Hwedza,Maize,2021,113842,1732,5086,13.46
21301,Hwedza,Maize,2021,490361,1732,5086,13.46
21302,Hwedza,Maize,2021,117785,1732,5086,13.46
21303,Hwedza,Maize,2021,72858,1732,5086,13.46
21304,Hwedza,Maize,2022,108647,1732,5086,12.89
21305,Hwedza,Maize,2022,484810,1732,5086,12.89
21306,Hwedza,Maize,2022,116046,1732,5086,12.89
21307,Hwedza,Maize,2022,89245,1732,5086,12.89
21308,Hwedza,Maize,2024,108209,1732,5086,13.57
21309,Hwedza,Maize,2024,482926,1732,5086,13.57
21310,Hwedza,Maize,2024,113617,1732,5086,13.57
21311,Hwedza,Maize,2024,91053,1732,5086,13.57
21312,Hwedza,Maize,2000,110417,2280,575,27.03
21313,Hwedza,Maize,2000,12825,2280,575,27.03
21314,Hwedza,Maize,2000,100000,2280,575,27.03
21315,Hwedza,Maize,2000,143750,2280,575,27.03
21316,Hwedza,Maize,2000,26326,2280,575,27.03
21317,Hwedza,Maize,2000,16210,2280,575,27.03
21318,Hwedza,Maize,2000,16429,2280,575,27.03
21319,Hwedza,Maize,2001,110638,2280,575,27.04
21320,Hwedza,Maize,2001,10228,2280,575,27.04
21321,Hwedza,Maize,2001,100000,2280,575,27.04
21322,Hwedza,Maize,2001,141176,2280,575,27.04
21323,Hwedza,Maize,2001,32527,2280,575,27.04
21324,Hwedza,Maize,2001,14726,2280,575,27.04
21325,Hwedza,Maize,2001,14915,2280,575,27.04
21326,Hwedza,Maize,2001,132736,2280,575,27.04
21327,Hwedza,Maize,2002,110870,2280,575,27.16
21328,Hwedza,Maize,2002,13129,2280,575,27.16
21329,Hwedza,Maize,2002,100000,2280,575,27.16
21330,Hwedza,Maize,2002,138889,2280,575,27.16
21331,Hwedza,Maize,2002,29255,2280,575,27.16
21332,Hwedza,Maize,2002,18239,2280,575,27.16
21333,Hwedza,Maize,2002,16476,2280,575,27.16
21334,Hwedza,Maize,2002,132748,2280,575,27.16
21335,Hwedza,Maize,2003,115556,2280,977,27.05
21336,Hwedza,Maize,2003,13037,2280,977,27.05
21337,Hwedza,Maize,2003,100000,2280,977,27.05
21338,Hwedza,Maize,2003,150000,2280,977,27.05
21339,Hwedza,Maize,2003,35450,2280,977,27.05
21340,Hwedza,Maize,2003,18926,2280,977,27.05
21341,Hwedza,Maize,2003,16949,2280,977,27.05
21342,Hwedza,Maize,2003,132759,2280,977,27.05
21343,Hwedza,Maize,2004,112088,2280,799,27.26
21344,Hwedza,Maize,2004,12367,2280,799,27.26
21345,Hwedza,Maize,2004,100000,2280,799,27.26
21346,Hwedza,Maize,2004,147368,2280,799,27.26
21347,Hwedza,Maize,2004,32528,2280,799,27.26
21348,Hwedza,Maize,2004,18596,2280,799,27.26
21349,Hwedza,Maize,2004,22133,2280,799,27.26
21350,Hwedza,Maize,2004,132771,2280,799,27.26
21351,Hwedza,Maize,2005,111957,2280,876,27.2
21352,Hwedza,Maize,2005,11868,2280,876,27.2
21353,Hwedza,Maize,2005,100000,2280,876,27.2
21354,Hwedza,Maize,2005,144737,2280,876,27.2
21355,Hwedza,Maize,2005,37084,2280,876,27.2
21356,Hwedza,Maize,2005,20630,2280,876,27.2
21357,Hwedza,Maize,2005,22156,2280,876,27.2
21358,Hwedza,Maize,2005,132782,2280,876,27.2
21359,Hwedza,Maize,2006,113043,2280,2041.7,26.76
21360,Hwedza,Maize,2006,11620,2280,2041.7,26.76
21361,Hwedza,Maize,2006,100000,2280,2041.7,26.76
21362,Hwedza,Maize,2006,144737,2280,2041.7,26.76
21363,Hwedza,Maize,2006,34195,2280,2041.7,26.76
21364,Hwedza,Maize,2006,22474,2280,2041.7,26.76
21365,Hwedza,Maize,2006,22166,2280,2041.7,26.76
21366,Hwedza,Maize,2006,132794,2280,2041.7,26.76
21367,Hwedza,Maize,2007,112766,2280,3207.4,27.43
21368,Hwedza,Maize,2007,11374,2280,3207.4,27.43
21369,Hwedza,Maize,2007,100000,2280,3207.4,27.43
21370,Hwedza,Maize,2007,140000,2280,3207.4,27.43
21371,Hwedza,Maize,2007,34389,2280,3207.4,27.43
21372,Hwedza,Maize,2007,16250,2280,3207.4,27.43
21373,Hwedza,Maize,2007,21333,2280,3207.4,27.43
21374,Hwedza,Maize,2007,132806,2280,3207.4,27.43
21375,Hwedza,Maize,2008,112766,2280,4373.1,27.83
21376,Hwedza,Maize,2008,11941,2280,4373.1,27.83
21377,Hwedza,Maize,2008,100000,2280,4373.1,27.83
21378,Hwedza,Maize,2008,135000,2280,4373.1,27.83
21379,Hwedza,Maize,2008,34730,2280,4373.1,27.83
21380,Hwedza,Maize,2008,12512,2280,4373.1,27.83
21381,Hwedza,Maize,2008,14974,2280,4373.1,27.83
21382,Hwedza,Maize,2008,132817,2280,4373.1,27.83
21383,Hwedza,Maize,2009,108421,2280,4097.16,26.82
21384,Hwedza,Maize,2009,11542,2280,4097.16,26.82
21385,Hwedza,Maize,2009,100000,2280,4097.16,26.82
21386,Hwedza,Maize,2009,133333,2280,4097.16,26.82
21387,Hwedza,Maize,2009,36568,2280,4097.16,26.82
21388,Hwedza,Maize,2009,18056,2280,4097.16,26.82
21389,Hwedza,Maize,2009,21901,2280,4097.16,26.82
21390,Hwedza,Maize,2009,132829,2280,4097.16,26.82
21391,Hwedza,Maize,2020,108333,2280,3925.63,26.73
21392,Hwedza,Maize,2020,12677,2280,3925.63,26.73
21393,Hwedza,Maize,2020,100000,2280,3925.63,26.73
21394,Hwedza,Maize,2020,125000,2280,3925.63,26.73
21395,Hwedza,Maize,2020,31201,2280,3925.63,26.73
21396,Hwedza,Maize,2020,17658,2280,3925.63,26.73
21397,Hwedza,Maize,2020,19867,2280,3925.63,26.73
21398,Hwedza,Maize,2020,132840,2280,3925.63,26.73
21399,Hwedza,Maize,2021,123077,2280,3603.5,26.78
21400,Hwedza,Maize,2021,13241,2280,3603.5,26.78
21401,Hwedza,Maize,2021,95000,2280,3603.5,26.78
21402,Hwedza,Maize,2021,128571,2280,3603.5,26.78
21403,Hwedza,Maize,2021,29281,2280,3603.5,26.78
21404,Hwedza,Maize,2021,19846,2280,3603.5,26.78
21405,Hwedza,Maize,2021,19744,2280,3603.5,26.78
21406,Hwedza,Maize,2021,132852,2280,3603.5,26.78
21407,Hwedza,Maize,2022,107928,2280,5715.36,27
21408,Hwedza,Maize,2022,13369,2280,5715.36,27
21409,Hwedza,Maize,2022,100000,2280,5715.36,27
21410,Hwedza,Maize,2022,132558,2280,5715.36,27
21411,Hwedza,Maize,2022,31853,2280,5715.36,27
21412,Hwedza,Maize,2022,19597,2280,5715.36,27
21413,Hwedza,Maize,2022,19825,2280,5715.36,27
21414,Hwedza,Maize,2022,132863,2280,5715.36,27
21415,Hwedza,Maize,2014,79485,2280,4581.73,27.22
21416,Hwedza,Maize,2014,13730,2280,4581.73,27.22
21417,Hwedza,Maize,2014,97674,2280,4581.73,27.22
21418,Hwedza,Maize,2014,133333,2280,4581.73,27.22
21419,Hwedza,Maize,2014,35103,2280,4581.73,27.22
21420,Hwedza,Maize,2014,20368,2280,4581.73,27.22
21421,Hwedza,Maize,2014,21258,2280,4581.73,27.22
21422,Hwedza,Maize,2014,132919,2280,4581.73,27.22
21423,Hwedza,Maize,2015,88416,2280,9391.92,27.2
21424,Hwedza,Maize,2015,14021,2280,9391.92,27.2
21425,Hwedza,Maize,2015,100000,2280,9391.92,27.2
21426,Hwedza,Maize,2015,134783,2280,9391.92,27.2
21427,Hwedza,Maize,2015,33106,2280,9391.92,27.2
21428,Hwedza,Maize,2015,18323,2280,9391.92,27.2
21429,Hwedza,Maize,2015,21267,2280,9391.92,27.2
21430,Hwedza,Maize,2015,132964,2280,9391.92,27.2
21431,Hwedza,Maize,2016,95455,2280,6889.26,27.35
21432,Hwedza,Maize,2016,14626,2280,6889.26,27.35
21433,Hwedza,Maize,2016,100000,2280,6889.26,27.35
21434,Hwedza,Maize,2016,138298,2280,6889.26,27.35
21435,Hwedza,Maize,2016,36392,2280,6889.26,27.35
21436,Hwedza,Maize,2016,18606,2280,6889.26,27.35
21437,Hwedza,Maize,2016,20523,2280,6889.26,27.35
21438,Hwedza,Maize,2016,133008,2280,6889.26,27.35
21439,Hwedza,Maize,2017,95833,2280,9850.26,27.23
21440,Hwedza,Maize,2017,13776,2280,9850.26,27.23
21441,Hwedza,Maize,2017,103324,2280,9850.26,27.23
21442,Hwedza,Maize,2017,137500,2280,9850.26,27.23
21443,Hwedza,Maize,2017,39482,2280,9850.26,27.23
21444,Hwedza,Maize,2017,20477,2280,9850.26,27.23
21445,Hwedza,Maize,2017,21383,2280,9850.26,27.23
21446,Hwedza,Maize,2017,133053,2280,9850.26,27.23
21447,Hwedza,Maize,2018,80701,2280,10173.91,26.75
21448,Hwedza,Maize,2018,13311,2280,10173.91,26.75
21449,Hwedza,Maize,2018,100000,2280,10173.91,26.75
21450,Hwedza,Maize,2018,137500,2280,10173.91,26.75
21451,Hwedza,Maize,2018,40055,2280,10173.91,26.75
21452,Hwedza,Maize,2018,17327,2280,10173.91,26.75
21453,Hwedza,Maize,2018,20156,2280,10173.91,26.75
21454,Hwedza,Maize,2018,133097,2280,10173.91,26.75
21455,Hwedza,Maize,2019,87123,2280,9387.95,27.23
21456,Hwedza,Maize,2019,15605,2280,9387.95,27.23
21457,Hwedza,Maize,2019,98525,2280,9387.95,27.23
21458,Hwedza,Maize,2019,134615,2280,9387.95,27.23
21459,Hwedza,Maize,2019,45355,2280,9387.95,27.23
21460,Hwedza,Maize,2019,18059,2280,9387.95,27.23
21461,Hwedza,Maize,2019,22908,2280,9387.95,27.23
21462,Hwedza,Maize,2019,133205,2280,9387.95,27.23
21463,Hwedza,Maize,2020,88492,2280,12242.19,27.01
21464,Hwedza,Maize,2020,13393,2280,12242.19,27.01
21465,Hwedza,Maize,2020,104461,2280,12242.19,27.01
21466,Hwedza,Maize,2020,134615,2280,12242.19,27.01
21467,Hwedza,Maize,2020,51406,2280,12242.19,27.01
21468,Hwedza,Maize,2020,16630,2280,12242.19,27.01
21469,Hwedza,Maize,2020,22090,2280,12242.19,27.01
21470,Hwedza,Maize,2020,133274,2280,12242.19,27.01
21471,Hwedza,Maize,2021,78727,2280,4932.05,26.94
21472,Hwedza,Maize,2021,14101,2280,4932.05,26.94
21473,Hwedza,Maize,2021,104826,2280,4932.05,26.94
21474,Hwedza,Maize,2021,168339,2280,4932.05,26.94
21475,Hwedza,Maize,2021,41177,2280,4932.05,26.94
21476,Hwedza,Maize,2021,19105,2280,4932.05,26.94
21477,Hwedza,Maize,2021,20144,2280,4932.05,26.94
21478,Hwedza,Maize,2021,133333,2280,4932.05,26.94
21479,Hwedza,Maize,2022,76993,2280,4413.82,26.91
21480,Hwedza,Maize,2022,13493,2280,4413.82,26.91
21481,Hwedza,Maize,2022,97059,2280,4413.82,26.91
21482,Hwedza,Maize,2022,169329,2280,4413.82,26.91
21483,Hwedza,Maize,2022,37753,2280,4413.82,26.91
21484,Hwedza,Maize,2022,19866,2280,4413.82,26.91
21485,Hwedza,Maize,2022,18285,2280,4413.82,26.91
21486,Hwedza,Maize,2022,133333,2280,4413.82,26.91
21487,Hwedza,Maize,2024,78931,2280,4413.82,27.26
21488,Hwedza,Maize,2024,11809,2280,4413.82,27.26
21489,Hwedza,Maize,2024,110413,2280,4413.82,27.26
21490,Hwedza,Maize,2024,170847,2280,4413.82,27.26
21491,Hwedza,Maize,2024,49680,2280,4413.82,27.26
21492,Hwedza,Maize,2024,18259,2280,4413.82,27.26
21493,Hwedza,Maize,2024,21034,2280,4413.82,27.26
21494,Hwedza,Maize,2024,133333,2280,4413.82,27.26
21495,Hwedza,Maize,2000,88688,151,62,29.71
21496,Hwedza,Maize,2000,3139,151,62,29.71
21497,Hwedza,Maize,2000,100000,151,62,29.71
21498,Hwedza,Maize,2000,31432,151,62,29.71
21499,Hwedza,Maize,2000,1257,151,62,29.71
21500,Hwedza,Maize,2000,87500,151,62,29.71
21501,Hwedza,Maize,2000,28889,151,62,29.71
21502,Hwedza,Maize,2001,97154,151,62,29.4
21503,Hwedza,Maize,2001,6629,151,62,29.4
21504,Hwedza,Maize,2001,204348,151,62,29.4
21505,Hwedza,Maize,2001,35605,151,62,29.4
21506,Hwedza,Maize,2001,1449,151,62,29.4
21507,Hwedza,Maize,2001,112317,151,62,29.4
21508,Hwedza,Maize,2001,26000,151,62,29.4
21509,Hwedza,Maize,2002,109000,151,62,28.99
21510,Hwedza,Maize,2002,20200,151,62,28.99
21511,Hwedza,Maize,2002,267308,151,62,28.99
21512,Hwedza,Maize,2002,32828,151,62,28.99
21513,Hwedza,Maize,2002,1541,151,62,28.99
21514,Hwedza,Maize,2002,103275,151,62,28.99
21515,Hwedza,Maize,2002,28000,151,62,28.99
21516,Hwedza,Maize,2003,116500,151,62,29.64
21517,Hwedza,Maize,2003,40000,151,62,29.64
21518,Hwedza,Maize,2003,224600,151,62,29.64
21519,Hwedza,Maize,2003,26233,151,62,29.64
21520,Hwedza,Maize,2003,1341,151,62,29.64
21521,Hwedza,Maize,2003,102158,151,62,29.64
21522,Hwedza,Maize,2003,22020,151,62,29.64
21523,Hwedza,Maize,2004,118909,151,62,29.05
21524,Hwedza,Maize,2004,8309,151,62,29.05
21525,Hwedza,Maize,2004,206531,151,62,29.05
21526,Hwedza,Maize,2004,22143,151,62,29.05
